Job Result,Job Creation Time,Job Completion Time,Product Name,Cores,Storage (GB)
FAILURE,7/6/19 17:11,7/6/19 17:30,Product 1,144,14400
FAILURE,7/6/19 7:43,7/6/19 7:47,Product 3,6,40
CANCELLED,7/5/19 20:19,7/5/19 20:21,Product 3,6,40
SUCCESS,7/5/19 15:09,7/5/19 16:16,Product 3,6,40
CANCELLED,7/5/19 15:06,7/5/19 15:08,Product 3,6,40
FAILURE,7/5/19 11:01,7/5/19 11:46,Product 5,14,960
FAILURE,7/5/19 7:31,7/5/19 7:35,Product 3,6,40
FAILURE,7/5/19 7:31,7/5/19 7:35,Product 3,6,40
FAILURE,7/5/19 7:31,7/5/19 7:35,Product 3,6,40
CANCELLED,7/4/19 15:09,7/4/19 15:11,Product 2,16,960
CANCELLED,7/4/19 14:17,7/4/19 14:18,Product 2,16,960
FAILURE,7/4/19 14:07,7/4/19 14:10,Product 2,16,960
FAILURE,7/4/19 8:33,7/4/19 8:37,Product 3,6,40
FAILURE,7/4/19 0:57,7/4/19 1:01,Product 3,6,40
FAILURE,7/4/19 0:57,7/4/19 1:01,Product 3,6,40
SUCCESS,7/3/19 20:39,7/3/19 21:46,Product 3,6,40
FAILURE,7/3/19 20:23,7/3/19 20:28,Product 3,6,40
FAILURE,7/3/19 1:01,7/3/19 1:05,Product 3,6,40
SUCCESS,7/2/19 22:17,7/2/19 22:54,Product 2,16,960
FAILURE,7/2/19 22:16,7/2/19 22:19,Product 1,72,9600
SUCCESS,7/2/19 22:14,7/2/19 22:50,Product 2,16,960
FAILURE,7/2/19 22:08,7/2/19 22:11,Product 1,144,14400
FAILURE,7/2/19 17:19,7/2/19 17:23,Product 3,6,40
CANCELLED,7/2/19 12:59,7/2/19 13:03,Product 5,14,960
FAILURE,7/2/19 12:19,7/2/19 12:23,Product 3,6,40
FAILURE,7/1/19 3:03,7/1/19 3:06,Product 3,6,40
FAILURE,6/30/19 21:45,6/30/19 21:48,Product 3,6,40
FAILURE,6/30/19 18:17,6/30/19 18:21,Product 3,6,40
FAILURE,6/29/19 4:51,6/29/19 5:13,Product 3,6,40
FAILURE,6/29/19 4:50,6/29/19 5:12,Product 3,6,40
FAILURE,6/29/19 4:50,6/29/19 5:12,Product 3,6,40
SUCCESS,6/29/19 2:14,6/29/19 3:04,Product 4,48,2400
FAILURE,6/29/19 1:49,6/29/19 2:56,Product 3,6,40
FAILURE,6/29/19 1:42,6/29/19 1:57,Product 3,6,40
FAILURE,6/29/19 1:37,6/29/19 1:43,Product 3,6,40
FAILURE,6/29/19 0:42,6/29/19 1:02,Product 4,48,2400
FAILURE,6/28/19 23:33,6/29/19 0:17,Product 4,48,2400
FAILURE,6/28/19 23:03,6/28/19 23:26,Product 3,6,40
FAILURE,6/28/19 23:02,6/28/19 23:25,Product 3,6,40
FAILURE,6/28/19 23:01,6/28/19 23:14,Product 3,6,40
FAILURE,6/28/19 22:46,6/28/19 23:31,Product 4,48,2400
SUCCESS,6/28/19 22:38,6/28/19 23:50,Product 3,6,40
CANCELLED,6/28/19 16:23,6/28/19 16:41,Product 3,6,40
CANCELLED,6/28/19 15:28,6/28/19 16:23,Product 3,6,40
CANCELLED,6/28/19 5:38,6/28/19 15:15,Product 3,6,40
CANCELLED,6/28/19 4:57,6/28/19 5:38,Product 3,6,40
FAILURE,6/28/19 3:31,6/28/19 4:21,Product 3,6,40
FAILURE,6/28/19 2:36,6/28/19 2:46,Product 3,6,40
FAILURE,6/28/19 2:19,6/28/19 2:29,Product 3,6,40
FAILURE,6/28/19 2:19,6/28/19 2:29,Product 3,6,40
FAILURE,6/28/19 2:19,6/28/19 3:08,Product 3,6,40
FAILURE,6/28/19 2:10,6/28/19 2:59,Product 3,6,40
FAILURE,6/27/19 22:17,6/27/19 23:45,Product 3,6,40
SUCCESS,6/27/19 21:01,6/27/19 21:40,Product 2,16,960
FAILURE,6/27/19 16:25,6/27/19 16:28,Product 3,6,40
SUCCESS,6/27/19 16:01,6/27/19 16:41,Product 2,16,960
CANCELLED,6/27/19 15:21,6/27/19 15:25,Product 2,16,1920
FAILURE,6/27/19 15:15,6/27/19 15:19,Product 3,6,40
FAILURE,6/27/19 14:51,6/27/19 14:54,Product 3,6,40
CANCELLED,6/27/19 14:07,6/27/19 14:09,Product 5,14,960
CANCELLED,6/27/19 14:01,6/27/19 14:01,Product 5,14,960
CANCELLED,6/27/19 10:45,6/27/19 10:45,Product 5,14,960
CANCELLED,6/27/19 5:53,6/27/19 5:55,Product 5,14,960
CANCELLED,6/26/19 10:39,6/26/19 10:40,Product 5,14,960
CANCELLED,6/26/19 9:23,6/26/19 9:24,Product 2,16,960
CANCELLED,6/26/19 8:59,6/26/19 9:16,Product 5,14,960
CANCELLED,6/26/19 8:55,6/26/19 9:15,Product 2,16,960
CANCELLED,6/26/19 8:47,6/26/19 9:14,Product 5,14,960
FAILURE,6/25/19 16:39,6/25/19 16:43,Product 1,72,16800
FAILURE,6/25/19 16:36,6/25/19 16:40,Product 1,72,16800
CANCELLED,6/24/19 19:32,6/24/19 19:33,Product 1,72,16800
CANCELLED,6/24/19 15:39,6/24/19 15:43,Product 1 ,72,4800
CANCELLED,6/23/19 22:23,6/23/19 22:24,Product 1 ,48,2400
SUCCESS,6/22/19 9:49,6/22/19 10:38,Product 5,14,960
FAILURE,6/21/19 19:18,6/21/19 19:48,Product 2,32,4800
SUCCESS,6/20/19 23:14,6/20/19 23:28,Product 4,120,14400
FAILURE,6/20/19 16:57,6/20/19 17:06,Product 4,120,14400
FAILURE,6/20/19 15:49,6/20/19 16:13,Product 4,120,14400
SUCCESS,6/20/19 15:47,6/20/19 16:51,Product 4,168,7200
FAILURE,6/19/19 23:15,6/19/19 23:32,Product 1 ,144,96000
SUCCESS,6/19/19 1:11,6/19/19 1:52,Product 2,16,960
SUCCESS,6/18/19 23:45,6/18/19 23:55,Product 2,16,960
FAILURE,6/18/19 20:56,6/18/19 23:10,Product 2,16,960
FAILURE,6/18/19 20:43,6/18/19 20:47,Product 2,16,960
CANCELLED,6/18/19 20:17,6/18/19 20:21,Product 2,16,960
CANCELLED,6/18/19 19:37,6/18/19 19:37,Product 4,48,2400
CANCELLED,6/18/19 19:37,6/18/19 19:37,Product 5,14,960
CANCELLED,6/18/19 19:31,6/18/19 19:31,Product 5,14,960
CANCELLED,6/18/19 19:31,6/18/19 19:31,Product 4,48,2400
SUCCESS,6/18/19 19:18,6/18/19 19:58,Product 2,16,1440
SUCCESS,6/18/19 19:17,6/18/19 19:53,Product 2,32,4800
FAILURE,6/18/19 17:43,1/1/70 0:00,Product 2,16,960
SUCCESS,6/18/19 16:27,6/18/19 17:19,Product 1 ,168,7200
CANCELLED,6/18/19 16:11,6/18/19 16:12,Product 2,16,960
SUCCESS,6/18/19 15:25,6/18/19 16:00,Product 1,48,4800
FAILURE,6/18/19 14:48,6/18/19 14:51,Product 1,48,4800
FAILURE,6/18/19 14:34,6/18/19 14:37,Product 1 ,168,7200
SUCCESS,6/18/19 13:49,6/18/19 14:33,Product 5,14,960
SUCCESS,6/18/19 13:47,6/18/19 14:36,Product 4,48,7200
SUCCESS,6/18/19 13:28,6/18/19 13:50,Product 1 ,168,31200
CANCELLED,6/18/19 13:26,6/18/19 13:27,Product 1 ,168,31200
FAILURE,6/18/19 12:35,6/18/19 12:56,Product 1 ,168,31200
FAILURE,6/17/19 23:08,6/17/19 23:11,Product 1 ,168,31200
FAILURE,6/17/19 20:45,6/17/19 20:49,Product 1 ,168,31200
FAILURE,6/17/19 20:37,6/17/19 20:41,Product 1 ,168,31200
SUCCESS,6/17/19 20:35,6/17/19 21:19,Product 5,14,960
SUCCESS,6/17/19 18:35,6/17/19 19:30,Product 4,48,2400
FAILURE,6/17/19 15:09,6/17/19 15:12,Product 1 ,168,7200
CANCELLED,6/12/19 15:19,6/12/19 15:26,Product 1 ,48,2400
SUCCESS,6/11/19 21:17,6/11/19 21:52,Product 2,16,960
SUCCESS,6/11/19 14:05,6/11/19 14:48,Product 1 ,168,31200
FAILURE,6/11/19 2:47,6/11/19 3:53,Product 3,6,40
FAILURE,6/10/19 15:51,6/10/19 15:53,Product 1 ,168,31200
FAILURE,6/7/19 20:37,6/7/19 21:46,Product 3,6,40
CANCELLED,6/7/19 16:47,6/7/19 16:54,Product 3,6,40
CANCELLED,6/6/19 19:45,6/6/19 20:17,Product 3,6,40
CANCELLED,6/6/19 19:09,6/6/19 19:29,Product 3,6,40
FAILURE,6/5/19 10:03,6/5/19 11:16,Product 3,6,40
FAILURE,6/4/19 19:11,6/4/19 20:20,Product 3,6,40
SUCCESS,6/4/19 17:06,6/4/19 17:43,Product 2,16,960
FAILURE,6/3/19 17:09,6/3/19 17:13,Product 1,72,16800
CANCELLED,6/3/19 7:03,6/3/19 7:34,Product 2,16,960
FAILURE,6/3/19 6:51,6/3/19 6:53,Product 2,16,960
SUCCESS,6/1/19 17:25,6/1/19 18:07,Product 2,16,960
SUCCESS,5/30/19 20:57,5/30/19 21:37,Product 2,16,960
FAILURE,5/30/19 15:29,5/30/19 16:42,Product 3,6,40
SUCCESS,5/30/19 14:05,5/30/19 14:38,Product 1 ,48,2400
CANCELLED,5/30/19 13:27,5/30/19 13:29,Product 2,16,960
FAILURE,5/29/19 20:43,5/29/19 20:47,Product 1 ,48,2400
SUCCESS,5/29/19 20:32,5/29/19 20:50,Product 1 ,48,2400
FAILURE,5/29/19 19:46,5/29/19 20:10,Product 1 ,48,2400
CANCELLED,5/29/19 14:27,5/29/19 14:29,Product 2,16,960
SUCCESS,5/28/19 19:49,5/28/19 19:54,Product 3,6,40
SUCCESS,5/28/19 18:15,5/28/19 18:53,Product 1 ,48,4800
CANCELLED,5/28/19 18:14,5/28/19 18:16,Product 2,16,960
SUCCESS,5/28/19 10:31,5/28/19 11:04,Product 1 ,48,2400
CANCELLED,5/27/19 21:17,5/27/19 21:18,Product 1 ,48,2400
SUCCESS,5/24/19 15:52,5/24/19 16:23,Product 1 ,48,2400
FAILURE,5/24/19 14:34,5/24/19 14:56,Product 1 ,48,2400
CANCELLED,5/24/19 14:27,5/24/19 14:29,Product 1 ,48,2400
SUCCESS,5/24/19 12:52,5/24/19 13:30,Product 2,16,960
CANCELLED,5/24/19 9:33,5/24/19 9:35,Product 1 ,48,2400
FAILURE,5/23/19 19:05,5/23/19 19:08,Product 2,16,960
SUCCESS,5/23/19 14:40,5/23/19 14:44,Product 3,6,40
SUCCESS,5/22/19 19:04,5/22/19 19:07,Product 3,6,40
SUCCESS,5/22/19 18:26,5/22/19 18:29,Product 3,6,40
SUCCESS,5/22/19 10:47,5/22/19 11:00,Product 2,16,1920
FAILURE,5/22/19 10:41,5/22/19 10:44,Product 2,16,1920
FAILURE,5/22/19 9:55,5/22/19 10:16,Product 2,16,1920
SUCCESS,5/21/19 19:37,5/21/19 19:41,Product 3,6,40
SUCCESS,5/21/19 17:42,5/21/19 17:45,Product 3,6,40
CANCELLED,5/17/19 18:22,5/17/19 18:56,Product 3,6,40
CANCELLED,5/17/19 17:52,5/17/19 18:16,Product 3,6,40
CANCELLED,5/17/19 12:16,5/17/19 12:17,Product 1 ,288,14400
FAILURE,5/17/19 0:46,5/17/19 1:10,Product 2,16,960
SUCCESS,5/16/19 16:31,5/16/19 17:13,Product 2,16,960
SUCCESS,5/16/19 15:55,5/16/19 16:30,Product 2,32,4800
CANCELLED,5/16/19 15:41,5/16/19 15:41,Product 2,16,960
FAILURE,5/16/19 15:00,5/16/19 15:04,Product 2,32,4800
FAILURE,5/16/19 1:58,5/16/19 2:03,Product 2,32,4800
FAILURE,5/16/19 1:31,5/16/19 1:36,Product 2,32,4800
FAILURE,5/15/19 22:34,5/15/19 22:38,Product 2,16,960
FAILURE,5/15/19 22:34,5/15/19 22:38,Product 2,32,4800
FAILURE,5/15/19 16:14,5/15/19 17:00,Product 3,6,40
CANCELLED,5/15/19 15:36,5/15/19 15:38,Product 2,16,960
CANCELLED,5/15/19 14:46,5/15/19 14:46,Product 2,16,960
SUCCESS,5/14/19 11:26,5/14/19 12:07,Product 2,16,960
FAILURE,5/13/19 17:30,5/13/19 18:30,Product 5,14,960
FAILURE,5/13/19 15:15,5/13/19 15:18,Product 3,6,40
SUCCESS,5/10/19 21:15,5/10/19 22:02,Product 4,48,2400
CANCELLED,5/10/19 21:13,5/10/19 21:14,Product 4,48,2400
FAILURE,5/10/19 19:47,5/10/19 20:07,Product 3,6,40
SUCCESS,5/10/19 19:19,5/10/19 19:55,Product 2,16,960
FAILURE,5/10/19 19:16,5/10/19 19:37,Product 3,6,40
FAILURE,5/10/19 19:04,5/10/19 19:10,Product 2,16,960
FAILURE,5/9/19 18:32,5/9/19 18:51,Product 3,6,40
CANCELLED,5/8/19 20:31,5/8/19 20:33,Product 2,16,960
CANCELLED,5/8/19 20:19,5/8/19 20:20,Product 4,48,2400
CANCELLED,5/8/19 18:56,5/8/19 18:57,Product 2,16,960
SUCCESS,5/7/19 14:56,5/7/19 15:00,Product 3,6,40
FAILURE,5/7/19 14:56,5/7/19 16:02,Product 3,6,40
SUCCESS,5/7/19 14:26,5/7/19 15:04,Product 2,16,960
FAILURE,5/6/19 20:47,5/6/19 21:08,Product 3,6,40
FAILURE,5/6/19 18:06,5/6/19 19:14,Product 3,6,40
SUCCESS,5/2/19 19:17,5/2/19 19:21,Product 3,6,40
SUCCESS,5/2/19 18:11,5/2/19 18:46,Product 2,16,960
SUCCESS,5/2/19 17:36,5/2/19 18:15,Product 2,16,960
SUCCESS,5/1/19 18:34,5/1/19 18:38,Product 3,6,40
SUCCESS,4/30/19 21:56,4/30/19 22:29,Product 1 ,48,4800
FAILURE,4/30/19 21:28,4/30/19 22:35,Product 3,6,40
SUCCESS,4/29/19 22:38,4/29/19 23:24,Product 5,14,960
SUCCESS,4/29/19 21:15,4/29/19 22:11,Product 4,48,2400
CANCELLED,4/29/19 15:15,4/29/19 15:23,Product 3,6,40
CANCELLED,4/26/19 20:20,4/26/19 20:25,Product 3,6,40
SUCCESS,4/25/19 18:59,4/25/19 19:36,Product 1 ,72,4800
SUCCESS,4/24/19 20:11,4/24/19 20:16,Product 3,6,40
CANCELLED,4/24/19 16:25,4/24/19 16:25,Product 1,48,2400
FAILURE,4/23/19 21:21,4/23/19 21:30,Product 3,6,40
CANCELLED,4/22/19 17:01,4/22/19 17:05,Product 2,16,960
SUCCESS,4/22/19 9:16,4/22/19 9:51,Product 2,16,960
SUCCESS,4/19/19 23:10,4/19/19 23:46,Product 2,16,960
SUCCESS,4/17/19 14:11,4/17/19 14:46,Product 2,16,960
SUCCESS,4/17/19 13:07,4/17/19 13:39,Product 2,16,960
FAILURE,4/17/19 4:16,4/17/19 4:23,Product 2,16,960
SUCCESS,4/16/19 17:32,4/16/19 18:08,Product 1 ,48,2400
CANCELLED,4/16/19 13:01,4/16/19 13:22,Product 1 ,48,2400
SUCCESS,4/15/19 12:21,4/15/19 12:57,Product 2,16,960
SUCCESS,4/12/19 19:37,4/12/19 19:45,Product 2,32,4800
CANCELLED,4/12/19 18:24,4/12/19 18:25,Product 2,32,4800
SUCCESS,4/10/19 12:55,4/10/19 13:34,Product 1 ,48,2400
CANCELLED,4/10/19 12:21,4/10/19 12:24,Product 1 ,48,2400
CANCELLED,4/9/19 15:31,4/9/19 15:38,Product 2,16,960
CANCELLED,4/9/19 15:26,4/9/19 15:29,Product 2,16,960
SUCCESS,4/8/19 16:18,4/8/19 18:09,Product 5,14,960
SUCCESS,4/5/19 14:57,4/5/19 15:27,Product 1 ,48,2400
FAILURE,4/5/19 14:31,4/5/19 14:38,Product 1 ,48,2400
SUCCESS,4/5/19 1:25,4/5/19 1:58,Product 1 ,48,2400
CANCELLED,4/4/19 18:04,4/4/19 18:05,Product 1,576,52800
CANCELLED,4/4/19 3:50,4/4/19 4:24,Product 2,16,960
FAILURE,4/4/19 1:06,4/4/19 1:10,Product 1,48,4800
FAILURE,4/4/19 1:06,4/4/19 1:09,Product 1,96,50400
FAILURE,4/4/19 1:04,4/4/19 1:08,Product 1,96,43200
SUCCESS,4/3/19 21:49,4/3/19 21:56,Product 1 ,72,4800
FAILURE,4/3/19 19:50,4/3/19 20:18,Product 1 ,72,4800
FAILURE,4/3/19 18:56,4/3/19 19:15,Product 1 ,72,4800
CANCELLED,4/3/19 17:36,4/3/19 17:41,Product 1,144,19200
CANCELLED,4/3/19 17:35,4/3/19 17:41,Product 1,48,19200
CANCELLED,4/3/19 17:34,4/3/19 17:41,Product 1,48,19200
CANCELLED,4/2/19 18:51,4/2/19 18:59,Product 1 ,48,2400
CANCELLED,4/1/19 17:01,4/1/19 17:04,Product 2,16,960
CANCELLED,4/1/19 17:01,4/1/19 17:04,Product 2,16,960
SUCCESS,4/1/19 15:25,4/1/19 15:36,Product 2,16,960
FAILURE,4/1/19 15:19,1/1/70 0:00,Product 2,16,960
CANCELLED,4/1/19 15:18,4/1/19 15:19,Product 2,16,960
FAILURE,4/1/19 13:31,4/1/19 15:15,Product 2,16,960
SUCCESS,3/29/19 3:09,3/29/19 3:16,Product 4,48,2400
CANCELLED,3/29/19 3:05,3/29/19 3:08,Product 4,48,2400
FAILURE,3/29/19 1:31,3/29/19 2:37,Product 4,48,2400
CANCELLED,3/28/19 20:31,3/28/19 20:33,Product 2,16,960
CANCELLED,3/28/19 19:36,3/28/19 19:40,Product 2,16,960
SUCCESS,3/28/19 1:37,3/28/19 2:18,Product 2,16,960
CANCELLED,3/27/19 21:21,3/27/19 21:26,Product 2,16,960
CANCELLED,3/27/19 21:07,3/27/19 21:08,Product 1,48,2400
CANCELLED,3/27/19 20:01,3/27/19 20:02,Product 1,96,4800
SUCCESS,3/27/19 19:57,3/27/19 20:34,Product 2,16,960
SUCCESS,3/27/19 19:49,3/27/19 20:18,Product 1 ,48,2400
CANCELLED,3/27/19 19:35,3/27/19 19:35,Product 1 ,48,2400
SUCCESS,3/27/19 16:55,3/27/19 17:37,Product 2,16,960
FAILURE,3/27/19 14:41,3/27/19 15:00,Product 1 ,48,2400
CANCELLED,3/27/19 14:36,3/27/19 14:38,Product 1 ,48,2400
CANCELLED,3/27/19 12:51,3/27/19 12:58,Product 1 ,48,2400
FAILURE,3/27/19 2:26,3/27/19 2:28,Product 2,16,960
FAILURE,3/26/19 23:31,3/26/19 23:33,Product 1 ,48,2400
SUCCESS,3/26/19 22:24,3/26/19 23:04,Product 1,72,2400
FAILURE,3/26/19 20:54,3/26/19 21:17,Product 2,16,960
SUCCESS,3/26/19 18:10,3/26/19 18:42,Product 1 ,48,2400
FAILURE,3/26/19 18:01,3/26/19 18:16,Product 2,16,960
FAILURE,3/26/19 17:13,3/26/19 17:21,Product 2,16,960
FAILURE,3/26/19 17:08,3/26/19 17:10,Product 2,16,960
FAILURE,3/26/19 16:31,3/26/19 16:47,Product 2,16,960
FAILURE,3/26/19 14:31,3/26/19 14:37,Product 2,16,960
FAILURE,3/26/19 10:56,3/26/19 11:13,Product 2,16,960
FAILURE,3/26/19 10:34,3/26/19 10:39,Product 2,16,960
FAILURE,3/26/19 7:51,3/26/19 8:11,Product 2,16,960
FAILURE,3/26/19 0:55,3/26/19 2:07,Product 1 ,48,2400
FAILURE,3/26/19 0:33,3/26/19 0:38,Product 1 ,48,2400
SUCCESS,3/25/19 23:13,3/25/19 23:46,Product 1 ,48,2400
FAILURE,3/25/19 20:19,3/25/19 20:25,Product 1 ,48,2400
FAILURE,3/25/19 19:35,3/25/19 19:41,Product 1 ,48,2400
FAILURE,3/25/19 19:07,3/25/19 19:24,Product 1 ,48,2400
FAILURE,3/25/19 18:57,3/25/19 19:18,Product 1 ,48,2400
FAILURE,3/25/19 18:09,3/25/19 18:30,Product 1 ,48,2400
SUCCESS,3/25/19 17:57,3/25/19 18:33,Product 2,16,960
CANCELLED,3/25/19 17:36,3/25/19 17:39,Product 2,16,960
FAILURE,3/25/19 17:29,3/25/19 17:36,Product 1 ,48,2400
FAILURE,3/25/19 16:26,3/25/19 17:02,Product 2,16,960
SUCCESS,3/25/19 13:32,3/25/19 14:11,Product 2,16,960
CANCELLED,3/23/19 3:10,3/23/19 3:11,Product 1 ,48,2400
SUCCESS,3/22/19 14:07,3/22/19 14:41,Product 1 ,48,2400
CANCELLED,3/22/19 12:56,3/22/19 12:59,Product 1 ,96,2400
FAILURE,3/22/19 0:52,3/22/19 1:20,Product 1 ,48,2400
SUCCESS,3/21/19 21:07,3/21/19 21:45,Product 2,16,960
FAILURE,3/21/19 19:54,3/21/19 19:57,Product 2,16,960
FAILURE,3/21/19 19:08,3/21/19 19:10,Product 2,16,960
FAILURE,3/21/19 15:50,3/21/19 15:53,Product 2,16,960
SUCCESS,3/19/19 21:24,3/19/19 22:00,Product 1 ,48,2400
FAILURE,3/19/19 19:27,3/19/19 19:34,Product 1 ,48,2400
FAILURE,3/19/19 18:58,3/19/19 19:04,Product 1 ,48,2400
FAILURE,3/19/19 18:17,3/19/19 18:23,Product 1 ,48,2400
FAILURE,3/19/19 15:39,3/19/19 15:59,Product 1 ,48,2400
CANCELLED,3/15/19 18:52,3/15/19 19:36,Product 2,16,960
FAILURE,3/15/19 17:28,3/15/19 17:56,Product 2,16,960
FAILURE,3/15/19 15:59,3/15/19 16:18,Product 2,16,960
FAILURE,3/15/19 15:49,3/15/19 15:52,Product 2,16,960